node	label
DQ113912.1.1792	Marasmius rotula
ABRE01017991.4108.5932	Moniliophthora perniciosa
M92991.1.1793	Coprinopsis cinerea
AY705952.1.1797	Schizophyllum radiatum
DQ092924.1.1790	Stropharia ambigua
DQ437681.1.1769	Clitocybe nebularis
AY943950.1.1793	Phlebia sp. DABAC9
AF026570.1.1805	Amyloporia carbonica
EU192364.1.1538	Malassezia globosa
CP025762.1473552.1475344	Cryptococcus gattii VGII
EF014364.1.1921	Allomyces macrogynus
M32703.1.1791	Chlamydomonas reinhardtii
ACJH01008033.984.2764	Volvox carteri
CP000592.126178.127937	Ostreococcus sp. 'lucimarinus'
X59733.1.1826	Xenopus borealis
FP671120.154005.155857	Homo sapiens
JSAF02003852.21844.23678	Homo sapiens
LBLP01002047.4787.6631	Homo sapiens
HA782847.3.1866	Rattus norvegicus
ADAR01000191.5270.7050	Batrachochytrium dendrobatidis
AB586075.1.2152	Spizellomyces sp. NBRC 105423
ASRE01017410.444.2254	Pecoramyces ruminantium
U17356.1.1750	Tetrahymena corlissi
HE820726.1.1750	Tetrahymena farahensis
AF149979.3391.5139	Paramecium tetraurelia
ABAV01023297.1433.3227	Nematostella vectensis
AJWG01001021.733.2594	Dictyostelium citrinum
AHGT01000163.1512.2973	Giardia intestinalis
AHAL01000301.1474.3265	Emiliania huxleyi
JF489961.1.1799	Diacronema lutheri
GAMG01021469.3943.5734	Prymnesium parvum
ADVJ01006144.15423.17227	Phytophthora capsici
JNBR01001696.641.2441	Achlya hypogyna
AY305326.1543.3351	Perkinsus chesapeaki
L10828.1.1787	Trichoplax adhaerens
AF244903.1.1830	Paratrimastix pyriformis ATCC50562
AH015107.1010.2233	Porphyra sp. BPL1406
AP006500.506489.508279	Cyanidioschyzon merolae
AC158206.7522.9332	Physcomitrium patens
AF313575.1.1711	Selaginella apoda
CP002685.3706.5513	Arabidopsis thaliana
CP023121.12675027.12676823	Lupinus angustifolius
CX109058.1.1487	Oryza sativa
ABXC03002691.100887.102690	Sorghum bicolor
AC213764.121050.122926	Zea mays
AEWC01041800.3159.4639	Solanum tuberosum
AM462492.29057.30376	Vitis vinifera
AF408427.1.1805	Blastocystis hominis
AF153206.1.1748	Breviata anathema
KC433554.1.1820	Pygsuia biforma
AF084618.1.1765	Monosiga brevicollis
AY149896.1.1770	Proterospongia choanojuncta
FJ969717.1.1827	Roombia truncata
U53132.1.1770	Rhinomonas pauca
AB088305.1.1802	Alexandrium tamarense
AF330215.1.1759	Oxyrrhis sp. WHOI_LI1-5-6
AF349564.1.1797	Capsaspora owczarzaki
AF271998.1.1795	Ministeria vibrans
X70803.22.1792	Glaucocystis nostochinearum
FR865776.2.1778	Cyanophora paradoxa
Y19155.1.1797	Amoebidium parasiticum
AF117776.1.1814	Aureococcus anophagefferens
FN564440.1.1804	Ectocarpus siliculosus
AY050178.1.1805	Amastigomonas bermudensis
ADVD01001051.10315.12134	Thecamonas trahens
AY117417.1.1863	Reclinomonas americana
AY117418.1.1844	Jakoba libera
AY117420.1.1867	Malawimonas jakobiformis
FJ816018.1.1805	Fonticula alba
AJ564773.1.1787	Telonema antarcticum
KJ757052.1.1797	uncultured eukaryote
KJ763355.1.1815	uncultured eukaryote
DQ310296.1.1397	uncultured marine eukaryote
AY546685.1.1902	Coemansia reversa
CCXY01000234.9028.10480	groundwater metagenome
CXWL01021703.818.2299	groundwater metagenome
ADKI01001867.5974.7442	hot springs metagenome
CETV01269389.578.2020	marine metagenome
FPLS01004494.24.1583	metagenome
FPLS01019909.10.1526	metagenome
FPLS01040027.10.1512	metagenome
LFFM01006973.168.1628	soda lake metagenome
HQ783234.1.1448	uncultured organism
JN474124.1.1411	uncultured organism
ADGC01001322.8721.10240	wallaby gut metagenome
APMI01000363.28929.30436	wastewater metagenome
