otu	accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
METK01000005.18452.19989	METK01000005	1802376	candidate division TM6 bacterium RIFCSPHIGHO2_12_FULL_36_22	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤candidate division TM6 bacterium RIFCSPHIGHO2_12_FULL_36_22
MEVN01000034.29821.31215	MEVN01000034	1802630	candidate division WWE3 bacterium RIFCSPLOWO2_12_FULL_36_10	Unclassified candidate division WWE3	Unclassified candidate division WWE3	Unclassified candidate division WWE3	Unclassified candidate division WWE3	candidate division WWE3	Bacteria	Bacteria➤candidate division WWE3➤Unclassified candidate division WWE3➤Unclassified candidate division WWE3➤Unclassified candidate division WWE3➤Unclassified candidate division WWE3➤candidate division WWE3 bacterium RIFCSPLOWO2_12_FULL_36_10
MEWM01000072.23600.25154	MEWM01000072	1802784	candidate division Zixibacteria bacterium RBG_16_43_9	Unclassified candidate division Zixibacteria	Unclassified candidate division Zixibacteria	Unclassified candidate division Zixibacteria	Unclassified candidate division Zixibacteria	candidate division Zixibacteria	Bacteria	Bacteria➤candidate division Zixibacteria➤Unclassified candidate division Zixibacteria➤Unclassified candidate division Zixibacteria➤Unclassified candidate division Zixibacteria➤Unclassified candidate division Zixibacteria➤candidate division Zixibacteria bacterium RBG_16_43_9
MEYG01000109.13423.15011	MEYG01000109	1797290	Candidatus Atribacteria bacterium RBG_16_35_8	Unclassified Atribacterota	Unclassified Atribacterota	Unclassified Atribacterota	Unclassified Atribacterota	Atribacterota	Bacteria	Bacteria➤Atribacterota➤Unclassified Atribacterota➤Unclassified Atribacterota➤Unclassified Atribacterota➤Unclassified Atribacterota➤Candidatus Atribacteria bacterium RBG_16_35_8
MEZX01000002.366279.368183	MEZX01000002	1797471	Candidatus Berkelbacteria bacterium RIFCSPLOWO2_01_FULL_50_28	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Candidatus Berkelbacteria	Bacteria	Bacteria➤Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Candidatus Berkelbacteria bacterium RIFCSPLOWO2_01_FULL_50_28
MEZY01000050.18847.20231	MEZY01000050	1797472	Candidatus Berkelbacteria bacterium RIFOXYA2_FULL_43_10	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Candidatus Berkelbacteria	Bacteria	Bacteria➤Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Candidatus Berkelbacteria bacterium RIFOXYA2_FULL_43_10
MF092312.1.1491	MF092312	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
MF449188.1.1201	MF449188	1409	Bacillus sp. (in: Bacteria)	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Bacillales➤Bacillaceae➤Bacillus➤Bacillus sp. (in: Bacteria)
MF461058.1.1452	MF461058	1873876	Cobetia sp.	Cobetia	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Oceanospirillales➤Halomonadaceae➤Cobetia➤Cobetia sp.
MFBU01000020.53721.55207	MFBU01000020	1797731	Candidatus Curtissbacteria bacterium RIFCSPLOWO2_02_41_11	Unclassified Candidatus Curtissbacteria	Unclassified Candidatus Curtissbacteria	Unclassified Candidatus Curtissbacteria	Unclassified Candidatus Curtissbacteria	Candidatus Curtissbacteria	Bacteria	Bacteria➤Candidatus Curtissbacteria➤Unclassified Candidatus Curtissbacteria➤Unclassified Candidatus Curtissbacteria➤Unclassified Candidatus Curtissbacteria➤Unclassified Candidatus Curtissbacteria➤Candidatus Curtissbacteria bacterium RIFCSPLOWO2_02_41_11
MFDF01000004.31426.32744	MFDF01000004	1797778	Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_12_FULL_37_16	Unclassified Candidatus Daviesbacteria	Unclassified Candidatus Daviesbacteria	Unclassified Candidatus Daviesbacteria	Unclassified Candidatus Daviesbacteria	Candidatus Daviesbacteria	Bacteria	Bacteria➤Candidatus Daviesbacteria➤Unclassified Candidatus Daviesbacteria➤Unclassified Candidatus Daviesbacteria➤Unclassified Candidatus Daviesbacteria➤Unclassified Candidatus Daviesbacteria➤Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_12_FULL_37_16
MFFP01000027.251353.252878	MFFP01000027	1817855	Candidatus Edwardsbacteria bacterium RIFOXYD12_FULL_50_11	Unclassified Candidatus Edwardsbacteria	Unclassified Candidatus Edwardsbacteria	Unclassified Candidatus Edwardsbacteria	Unclassified Candidatus Edwardsbacteria	Candidatus Edwardsbacteria	Bacteria	Bacteria➤Candidatus Edwardsbacteria➤Unclassified Candidatus Edwardsbacteria➤Unclassified Candidatus Edwardsbacteria➤Unclassified Candidatus Edwardsbacteria➤Unclassified Candidatus Edwardsbacteria➤Candidatus Edwardsbacteria bacterium RIFOXYD12_FULL_50_11
MFJY01000009.12081.13693	MFJY01000009	1798395	Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_48_11	Unclassified Candidatus Gottesmanbacteria	Unclassified Candidatus Gottesmanbacteria	Unclassified Candidatus Gottesmanbacteria	Unclassified Candidatus Gottesmanbacteria	Candidatus Gottesmanbacteria	Bacteria	Bacteria➤Candidatus Gottesmanbacteria➤Unclassified Candidatus Gottesmanbacteria➤Unclassified Candidatus Gottesmanbacteria➤Unclassified Candidatus Gottesmanbacteria➤Unclassified Candidatus Gottesmanbacteria➤Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_48_11
MFQT01000006.986.2519	MFQT01000006	1798698	Candidatus Magasanikbacteria bacterium RIFOXYB2_FULL_38_10	Unclassified Candidatus Magasanikbacteria	Unclassified Candidatus Magasanikbacteria	Unclassified Candidatus Magasanikbacteria	Unclassified Candidatus Magasanikbacteria	Candidatus Magasanikbacteria	Bacteria	Bacteria➤Candidatus Magasanikbacteria➤Unclassified Candidatus Magasanikbacteria➤Unclassified Candidatus Magasanikbacteria➤Unclassified Candidatus Magasanikbacteria➤Unclassified Candidatus Magasanikbacteria➤Candidatus Magasanikbacteria bacterium RIFOXYB2_FULL_38_10
MFRI01000031.4327.5856	MFRI01000031	1821775	Candidatus Margulisbacteria bacterium GWF2_38_17	Unclassified Candidatus Margulisbacteria	Unclassified Candidatus Margulisbacteria	Unclassified Candidatus Margulisbacteria	Unclassified Candidatus Margulisbacteria	Candidatus Margulisbacteria	Bacteria	Bacteria➤Candidatus Margulisbacteria➤Unclassified Candidatus Margulisbacteria➤Unclassified Candidatus Margulisbacteria➤Unclassified Candidatus Margulisbacteria➤Unclassified Candidatus Margulisbacteria➤Candidatus Margulisbacteria bacterium GWF2_38_17
MFRJ01000085.18042.19564	MFRJ01000085	1801604	Candidatus Melainabacteria bacterium GWA2_34_9	Unclassified Candidatus Melainabacteria	Unclassified Candidatus Melainabacteria	Unclassified Candidatus Melainabacteria	Unclassified Candidatus Melainabacteria	Candidatus Melainabacteria	Bacteria	Bacteria➤Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Candidatus Melainabacteria bacterium GWA2_34_9
MFRQ01000138.9265.10792	MFRQ01000138	1801611	Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9	Unclassified Candidatus Melainabacteria	Unclassified Candidatus Melainabacteria	Unclassified Candidatus Melainabacteria	Unclassified Candidatus Melainabacteria	Candidatus Melainabacteria	Bacteria	Bacteria➤Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9
MFYO01000022.44733.46211	MFYO01000022	1801939	Candidatus Peribacteria bacterium RIFOXYC2_FULL_55_14	Unclassified Candidatus Peribacteria	Unclassified Candidatus Peribacteria	Unclassified Candidatus Peribacteria	Candidatus Peribacteria	Candidatus Peregrinibacteria	Bacteria	Bacteria➤Candidatus Peregrinibacteria➤Candidatus Peribacteria➤Unclassified Candidatus Peribacteria➤Unclassified Candidatus Peribacteria➤Unclassified Candidatus Peribacteria➤Candidatus Peribacteria bacterium RIFOXYC2_FULL_55_14
MGDN01000030.7785.9362	MGDN01000030	1802153	Candidatus Shapirobacteria bacterium RIFOXYD1_FULL_38_32	Unclassified Candidatus Shapirobacteria	Unclassified Candidatus Shapirobacteria	Unclassified Candidatus Shapirobacteria	Unclassified Candidatus Shapirobacteria	Candidatus Shapirobacteria	Bacteria	Bacteria➤Candidatus Shapirobacteria➤Unclassified Candidatus Shapirobacteria➤Unclassified Candidatus Shapirobacteria➤Unclassified Candidatus Shapirobacteria➤Unclassified Candidatus Shapirobacteria➤Candidatus Shapirobacteria bacterium RIFOXYD1_FULL_38_32
MGHT01000023.6185.7618	MGHT01000023	1802533	Candidatus Woesebacteria bacterium RIFOXYA1_FULL_43_16	Unclassified Candidatus Woesebacteria	Unclassified Candidatus Woesebacteria	Unclassified Candidatus Woesebacteria	Unclassified Candidatus Woesebacteria	Candidatus Woesebacteria	Bacteria	Bacteria➤Candidatus Woesebacteria➤Unclassified Candidatus Woesebacteria➤Unclassified Candidatus Woesebacteria➤Unclassified Candidatus Woesebacteria➤Unclassified Candidatus Woesebacteria➤Candidatus Woesebacteria bacterium RIFOXYA1_FULL_43_16
MGMK01000015.42031.43538	MGMK01000015	1797617	Chloroflexi bacterium GWD2_49_16	Unclassified Chloroflexi	Unclassified Chloroflexi	Unclassified Chloroflexi	Unclassified Chloroflexi	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Unclassified Chloroflexi➤Unclassified Chloroflexi➤Unclassified Chloroflexi➤Unclassified Chloroflexi➤Chloroflexi bacterium GWD2_49_16
MGML01000116.8420.9921	MGML01000116	1797618	Chloroflexi bacterium RBG_13_46_14	Unclassified Chloroflexi	Unclassified Chloroflexi	Unclassified Chloroflexi	Unclassified Chloroflexi	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Unclassified Chloroflexi➤Unclassified Chloroflexi➤Unclassified Chloroflexi➤Unclassified Chloroflexi➤Chloroflexi bacterium RBG_13_46_14
MGMY01000058.4243.5801	MGMY01000058	1797631	Chloroflexi bacterium RBG_13_54_9	Unclassified Chloroflexi	Unclassified Chloroflexi	Unclassified Chloroflexi	Unclassified Chloroflexi	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Unclassified Chloroflexi➤Unclassified Chloroflexi➤Unclassified Chloroflexi➤Unclassified Chloroflexi➤Chloroflexi bacterium RBG_13_54_9
MGTY01000053.17208.18715	MGTY01000053	1797927	Elusimicrobia bacterium GWA2_69_24	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Elusimicrobia	Bacteria	Bacteria➤Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Elusimicrobia bacterium GWA2_69_24
MGUN01000010.1468.3022	MGUN01000010	1797942	Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_39_36	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Elusimicrobia	Bacteria	Bacteria➤Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_39_36
MGUP01000120.23046.24566	MGUP01000120	1797944	Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_61_10	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Elusimicrobia	Bacteria	Bacteria➤Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_61_10
MGUR01000062.16484.18033	MGUR01000062	1797946	Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Elusimicrobia	Bacteria	Bacteria➤Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12
MGVR01000037.12229.13753	MGVR01000037	1797972	Elusimicrobia bacterium RIFOXYD12_FULL_66_9	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Elusimicrobia	Bacteria	Bacteria➤Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Elusimicrobia bacterium RIFOXYD12_FULL_66_9
MH463959.1.1495	MH463959	2003368	Limnobacter sp.	Limnobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Limnobacter➤Limnobacter sp.
MH698806.1.1504	MH698806	54015	Terrabacter sp.	Terrabacter	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Micrococcales➤Intrasporangiaceae➤Terrabacter➤Terrabacter sp.
MHAV01000004.57106.58643	MHAV01000004	1798449	Ignavibacteria bacterium RIFOXYC12_FULL_35_11	Unclassified Ignavibacteria	Unclassified Ignavibacteria	Unclassified Ignavibacteria	Ignavibacteria	Ignavibacteriae	Bacteria	Bacteria➤Ignavibacteriae➤Ignavibacteria➤Unclassified Ignavibacteria➤Unclassified Ignavibacteria➤Unclassified Ignavibacteria➤Ignavibacteria bacterium RIFOXYC12_FULL_35_11
MHBF01000173.12388.13718	MHBF01000173	1798571	Lentisphaerae bacterium GWF2_44_16	Unclassified Lentisphaerae	Unclassified Lentisphaerae	Unclassified Lentisphaerae	Unclassified Lentisphaerae	Lentisphaerae	Bacteria	Bacteria➤Lentisphaerae➤Unclassified Lentisphaerae➤Unclassified Lentisphaerae➤Unclassified Lentisphaerae➤Unclassified Lentisphaerae➤Lentisphaerae bacterium GWF2_44_16
MHBI01000069.82300.83843	MHBI01000069	1798574	Lentisphaerae bacterium GWF2_50_93	Unclassified Lentisphaerae	Unclassified Lentisphaerae	Unclassified Lentisphaerae	Unclassified Lentisphaerae	Lentisphaerae	Bacteria	Bacteria➤Lentisphaerae➤Unclassified Lentisphaerae➤Unclassified Lentisphaerae➤Unclassified Lentisphaerae➤Unclassified Lentisphaerae➤Lentisphaerae bacterium GWF2_50_93
MHCP01000032.8250.9815	MHCP01000032	1802593	Candidatus Woykebacteria bacterium RBG_13_40_15	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Candidatus Woykebacteria	Bacteria	Bacteria➤Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Candidatus Woykebacteria bacterium RBG_13_40_15
MHCQ01000043.212.1718	MHCQ01000043	1802594	Candidatus Woykebacteria bacterium RBG_13_40_7b	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Candidatus Woykebacteria	Bacteria	Bacteria➤Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Candidatus Woykebacteria bacterium RBG_13_40_7b
MHDA01000022.14534.16085	MHDA01000022	1802604	Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_41_12	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Candidatus Woykebacteria	Bacteria	Bacteria➤Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_41_12
MHDB01000041.19921.21369	MHDB01000041	1802605	Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_43_14	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Unclassified Candidatus Woykebacteria	Candidatus Woykebacteria	Bacteria	Bacteria➤Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Unclassified Candidatus Woykebacteria➤Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_43_14
MHDG01000024.6671.8154	MHDG01000024	1817751	Microgenomates group bacterium RIFCSPLOWO2_01_FULL_47_10	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Microgenomates group bacterium RIFCSPLOWO2_01_FULL_47_10
MHEE01000002.15960.17497	MHEE01000002	1801702	Nitrospirae bacterium GWF2_44_13	Unclassified Nitrospirae	Unclassified Nitrospirae	Unclassified Nitrospirae	Unclassified Nitrospirae	Nitrospirae	Bacteria	Bacteria➤Nitrospirae➤Unclassified Nitrospirae➤Unclassified Nitrospirae➤Unclassified Nitrospirae➤Unclassified Nitrospirae➤Nitrospirae bacterium GWF2_44_13
MHFU01000153.2840.4410	MHFU01000153	1801835	Omnitrophica bacterium RIFOXYB12_FULL_50_7	Unclassified Candidatus Omnitrophica	Unclassified Candidatus Omnitrophica	Unclassified Candidatus Omnitrophica	Unclassified Candidatus Omnitrophica	Candidatus Omnitrophica	Bacteria	Bacteria➤Candidatus Omnitrophica➤Unclassified Candidatus Omnitrophica➤Unclassified Candidatus Omnitrophica➤Unclassified Candidatus Omnitrophica➤Unclassified Candidatus Omnitrophica➤Omnitrophica bacterium RIFOXYB12_FULL_50_7
MHIT01000023.457.1981	MHIT01000023	1797685	Candidatus Colwellbacteria bacterium RBG_13_48_8	Unclassified Candidatus Colwellbacteria	Unclassified Candidatus Colwellbacteria	Unclassified Candidatus Colwellbacteria	Unclassified Candidatus Colwellbacteria	Candidatus Colwellbacteria	Bacteria	Bacteria➤Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Candidatus Colwellbacteria bacterium RBG_13_48_8
MHIW01000010.10068.11579	MHIW01000010	1797688	Candidatus Colwellbacteria bacterium RIFCSPHIGHO2_12_FULL_43_12	Unclassified Candidatus Colwellbacteria	Unclassified Candidatus Colwellbacteria	Unclassified Candidatus Colwellbacteria	Unclassified Candidatus Colwellbacteria	Candidatus Colwellbacteria	Bacteria	Bacteria➤Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Candidatus Colwellbacteria bacterium RIFCSPHIGHO2_12_FULL_43_12
MHIZ01000032.6820.8219	MHIZ01000032	1797691	Candidatus Colwellbacteria bacterium RIFCSPLOWO2_02_FULL_44_20b	Unclassified Candidatus Colwellbacteria	Unclassified Candidatus Colwellbacteria	Unclassified Candidatus Colwellbacteria	Unclassified Candidatus Colwellbacteria	Candidatus Colwellbacteria	Bacteria	Bacteria➤Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Unclassified Candidatus Colwellbacteria➤Candidatus Colwellbacteria bacterium RIFCSPLOWO2_02_FULL_44_20b
MHJT01000020.21914.23398	MHJT01000020	1798459	Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_02_FULL_43_9	Unclassified Candidatus Jacksonbacteria	Unclassified Candidatus Jacksonbacteria	Unclassified Candidatus Jacksonbacteria	Unclassified Candidatus Jacksonbacteria	Candidatus Jacksonbacteria	Bacteria	Bacteria➤Candidatus Jacksonbacteria➤Unclassified Candidatus Jacksonbacteria➤Unclassified Candidatus Jacksonbacteria➤Unclassified Candidatus Jacksonbacteria➤Unclassified Candidatus Jacksonbacteria➤Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_02_FULL_43_9
MHJW01000015.6568.8192	MHJW01000015	1798462	Candidatus Jacksonbacteria bacterium RIFOXYA2_FULL_43_12	Unclassified Candidatus Jacksonbacteria	Unclassified Candidatus Jacksonbacteria	Unclassified Candidatus Jacksonbacteria	Unclassified Candidatus Jacksonbacteria	Candidatus Jacksonbacteria	Bacteria	Bacteria➤Candidatus Jacksonbacteria➤Unclassified Candidatus Jacksonbacteria➤Unclassified Candidatus Jacksonbacteria➤Unclassified Candidatus Jacksonbacteria➤Unclassified Candidatus Jacksonbacteria➤Candidatus Jacksonbacteria bacterium RIFOXYA2_FULL_43_12
MHKE01000005.43804.45322	MHKE01000005	1798543	Candidatus Kerfeldbacteria bacterium RIFCSPLOWO2_01_FULL_48_11	Unclassified Candidatus Kerfeldbacteria	Unclassified Candidatus Kerfeldbacteria	Unclassified Candidatus Kerfeldbacteria	Unclassified Candidatus Kerfeldbacteria	Candidatus Kerfeldbacteria	Bacteria	Bacteria➤Candidatus Kerfeldbacteria➤Unclassified Candidatus Kerfeldbacteria➤Unclassified Candidatus Kerfeldbacteria➤Unclassified Candidatus Kerfeldbacteria➤Unclassified Candidatus Kerfeldbacteria➤Candidatus Kerfeldbacteria bacterium RIFCSPLOWO2_01_FULL_48_11
MHLE01000021.4132.5633	MHLE01000021	1798654	Candidatus Liptonbacteria bacterium RIFOXYB1_FULL_36_10	Unclassified Candidatus Liptonbacteria	Unclassified Candidatus Liptonbacteria	Unclassified Candidatus Liptonbacteria	Unclassified Candidatus Liptonbacteria	Candidatus Liptonbacteria	Bacteria	Bacteria➤Candidatus Liptonbacteria➤Unclassified Candidatus Liptonbacteria➤Unclassified Candidatus Liptonbacteria➤Unclassified Candidatus Liptonbacteria➤Unclassified Candidatus Liptonbacteria➤Candidatus Liptonbacteria bacterium RIFOXYB1_FULL_36_10
MHNQ01000001.1959.3483	MHNQ01000001	1802120	Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_47_25	Unclassified Candidatus Ryanbacteria	Unclassified Candidatus Ryanbacteria	Unclassified Candidatus Ryanbacteria	Unclassified Candidatus Ryanbacteria	Candidatus Ryanbacteria	Bacteria	Bacteria➤Candidatus Ryanbacteria➤Unclassified Candidatus Ryanbacteria➤Unclassified Candidatus Ryanbacteria➤Unclassified Candidatus Ryanbacteria➤Unclassified Candidatus Ryanbacteria➤Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_47_25
MHTG01000018.95.1673	MHTG01000018	1802435	Candidatus Vogelbacteria bacterium GWA1_51_14	Unclassified Candidatus Vogelbacteria	Unclassified Candidatus Vogelbacteria	Unclassified Candidatus Vogelbacteria	Unclassified Candidatus Vogelbacteria	Candidatus Vogelbacteria	Bacteria	Bacteria➤Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Candidatus Vogelbacteria bacterium GWA1_51_14
MHTH01000005.30122.31463	MHTH01000005	1802436	Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16	Unclassified Candidatus Vogelbacteria	Unclassified Candidatus Vogelbacteria	Unclassified Candidatus Vogelbacteria	Unclassified Candidatus Vogelbacteria	Candidatus Vogelbacteria	Bacteria	Bacteria➤Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16
MHTK01000006.314535.315996	MHTK01000006	1802439	Candidatus Vogelbacteria bacterium RIFOXYD1_FULL_46_19	Unclassified Candidatus Vogelbacteria	Unclassified Candidatus Vogelbacteria	Unclassified Candidatus Vogelbacteria	Unclassified Candidatus Vogelbacteria	Candidatus Vogelbacteria	Bacteria	Bacteria➤Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Unclassified Candidatus Vogelbacteria➤Candidatus Vogelbacteria bacterium RIFOXYD1_FULL_46_19
MIDP01000022.57637.59176	MIDP01000022	1802431	Verrucomicrobia bacterium GWF2_51_19	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Verrucomicrobia bacterium GWF2_51_19
MIDS01000601.2780.4346	MIDS01000601	1802434	Verrucomicrobia bacterium RIFCSPLOWO2_12_FULL_64_8	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Verrucomicrobia bacterium RIFCSPLOWO2_12_FULL_64_8
MKKE01000074.3467.4997	MKKE01000074	1904969	Saccharomonospora sp. CUA-673	Saccharomonospora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Pseudonocardiales➤Pseudonocardiaceae➤Saccharomonospora➤Saccharomonospora sp. CUA-673
MLAW01000094.181.1675	MLAW01000094	1925591	Roseofilum reptotaenium	Roseofilum	Coleofasciculaceae	Oscillatoriales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Oscillatoriales➤Coleofasciculaceae➤Roseofilum➤Roseofilum reptotaenium
