accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
CP000300	259564	Methanococcoides burtonii	Methanococcoides	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanococcoides➤Methanococcoides burtonii
CP002069	644295	Methanohalobium evestigatum	Methanohalobium	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanohalobium➤Methanohalobium evestigatum
CP001994	547558	Methanohalophilus mahii	Methanohalophilus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanohalophilus➤Methanohalophilus mahii
CP003083	1094980	Methanolobus psychrophilus	Methanolobus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanolobus➤Methanolobus psychrophilus
CP003362	867904	Methanomethylovorans hollandica	Methanomethylovorans	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanomethylovorans➤Methanomethylovorans hollandica
CP002101	679901	Methanosalsum zhilinae	Methanosalsum	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanosalsum➤Methanosalsum zhilinae
CP000477	349307	Methanothrix thermoacetophila	Methanothrix	Methanotrichaceae	Methanotrichales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanotrichales➤Methanotrichaceae➤Methanothrix➤Methanothrix thermoacetophila
AE009439	190192	Methanopyrus kandleri	Methanopyrus	Methanopyraceae	Methanopyrales	Methanopyri	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanopyri➤Methanopyrales➤Methanopyraceae➤Methanopyrus➤Methanopyrus kandleri
CP006019	1343739	Palaeococcus pacificus	Palaeococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Thermococci➤Thermococcales➤Thermococcaceae➤Palaeococcus➤Palaeococcus pacificus
AE009950	186497	Pyrococcus furiosus	Pyrococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Thermococci➤Thermococcales➤Thermococcaceae➤Pyrococcus➤Pyrococcus furiosus
AP006878	69014	Thermococcus kodakarensis	Thermococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Thermococci➤Thermococcales➤Thermococcaceae➤Thermococcus➤Thermococcus kodakarensis
AM229259	114243	uncultured euryarchaeote	Unclassified Euryarchaeota	Unclassified Euryarchaeota	Unclassified Euryarchaeota	Unclassified Euryarchaeota	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Unclassified Euryarchaeota➤Unclassified Euryarchaeota➤Unclassified Euryarchaeota➤Unclassified Euryarchaeota➤uncultured euryarchaeote
AJ318041	160232	Nanoarchaeum equitans	Nanoarchaeum	Nanoarchaeaceae	Nanoarchaeales	Candidatus Nanoarchaeia	Nanoarchaeota	Archaea	Archaea➤Nanoarchaeota➤Candidatus Nanoarchaeia➤Nanoarchaeales➤Nanoarchaeaceae➤Nanoarchaeum➤Nanoarchaeum equitans
AWOG01000036	1379390	Nanoarchaeota archaeon JGI OTU-1	Unclassified Nanoarchaeota	Unclassified Nanoarchaeota	Unclassified Nanoarchaeota	Unclassified Nanoarchaeota	Nanoarchaeota	Archaea	Archaea➤Nanoarchaeota➤Unclassified Nanoarchaeota➤Unclassified Nanoarchaeota➤Unclassified Nanoarchaeota➤Unclassified Nanoarchaeota➤Nanoarchaeota archaeon JGI OTU-1
ASMP01000002	743729	Nanoarchaeota archaeon SCGC AAA011-D5	Unclassified Nanoarchaeota	Unclassified Nanoarchaeota	Unclassified Nanoarchaeota	Unclassified Nanoarchaeota	Nanoarchaeota	Archaea	Archaea➤Nanoarchaeota➤Unclassified Nanoarchaeota➤Unclassified Nanoarchaeota➤Unclassified Nanoarchaeota➤Unclassified Nanoarchaeota➤Nanoarchaeota archaeon SCGC AAA011-D5
CP007536	926571	Nitrososphaera viennensis	Nitrososphaera	Nitrososphaeraceae	Nitrososphaerales	Nitrososphaeria	Thaumarchaeota	Archaea	Archaea➤Thaumarchaeota➤Nitrososphaeria➤Nitrososphaerales➤Nitrososphaeraceae➤Nitrososphaera➤Nitrososphaera viennensis
AF083072	46770	Cenarchaeum symbiosum	Cenarchaeum	Cenarchaeaceae	Cenarchaeales	Unclassified Thaumarchaeota	Thaumarchaeota	Archaea	Archaea➤Thaumarchaeota➤Unclassified Thaumarchaeota➤Cenarchaeales➤Cenarchaeaceae➤Cenarchaeum➤Cenarchaeum symbiosum
CP003842	1229908	Candidatus Nitrosopumilus koreensis	Nitrosopumilus	Nitrosopumilaceae	Nitrosopumilales	Unclassified Thaumarchaeota	Thaumarchaeota	Archaea	Archaea➤Thaumarchaeota➤Unclassified Thaumarchaeota➤Nitrosopumilales➤Nitrosopumilaceae➤Nitrosopumilus➤Candidatus Nitrosopumilus koreensis
AVSQ01000019	1353246	Candidatus Nitrosotenuis chungbukensis	Candidatus Nitrosotenuis	Unclassified Thaumarchaeota	Unclassified Thaumarchaeota	Unclassified Thaumarchaeota	Thaumarchaeota	Archaea	Archaea➤Thaumarchaeota➤Unclassified Thaumarchaeota➤Unclassified Thaumarchaeota➤Unclassified Thaumarchaeota➤Candidatus Nitrosotenuis➤Candidatus Nitrosotenuis chungbukensis
AWOC01000023	1379386	Thaumarchaeota archaeon JGI OTU-3	Unclassified Thaumarchaeota	Unclassified Thaumarchaeota	Unclassified Thaumarchaeota	Unclassified Thaumarchaeota	Thaumarchaeota	Archaea	Archaea➤Thaumarchaeota➤Unclassified Thaumarchaeota➤Unclassified Thaumarchaeota➤Unclassified Thaumarchaeota➤Unclassified Thaumarchaeota➤Thaumarchaeota archaeon JGI OTU-3
ASPK01000003	1104571	Thaumarchaeota archaeon SCGC AB-179-E04	Unclassified Thaumarchaeota	Unclassified Thaumarchaeota	Unclassified Thaumarchaeota	Unclassified Thaumarchaeota	Thaumarchaeota	Archaea	Archaea➤Thaumarchaeota➤Unclassified Thaumarchaeota➤Unclassified Thaumarchaeota➤Unclassified Thaumarchaeota➤Unclassified Thaumarchaeota➤Thaumarchaeota archaeon SCGC AB-179-E04
CP010424	1579370	archaeon GW2011_AR10	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤archaeon GW2011_AR10
CP010425	1579373	archaeon GW2011_AR15	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤archaeon GW2011_AR15
JWKV01000003	1579374	archaeon GW2011_AR16	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤archaeon GW2011_AR16
CP010426	1579378	archaeon GW2011_AR20	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤archaeon GW2011_AR20
AB193974	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
AB802715	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
AF325186	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
AY835420	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
FJ264731	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
JX000728	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
KJ882222	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
KP308705	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
KP308716	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
KP308719	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
KP308748	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
KP308750	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
KX213929	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
AYLJ01000015	1412872	uncultured archaeon A07HB70	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon A07HB70
AYLK01000292	1412873	uncultured archaeon A07HN63	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon A07HN63
AYLL01000252	1412874	uncultured archaeon A07HR60	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon A07HR60
AYLI01000329	1412871	uncultured archaeon A07HR67	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon A07HR67
AB050206	140246	uncultured archaeon SAGMA-B	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon SAGMA-B
GU234254	56763	uncultured marine archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured marine archaeon
JQ226617	56763	uncultured marine archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured marine archaeon
CP001472	240015	Acidobacterium capsulatum	Acidobacterium	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Acidobacteriia➤Acidobacteriales➤Acidobacteriaceae➤Acidobacterium➤Acidobacterium capsulatum
CP000360	204669	Candidatus Koribacter versatilis	Candidatus Koribacter	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Acidobacteriia➤Acidobacteriales➤Acidobacteriaceae➤Candidatus Koribacter➤Candidatus Koribacter versatilis
HQ687087	682795	Granulicella mallensis	Granulicella	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Acidobacteriia➤Acidobacteriales➤Acidobacteriaceae➤Granulicella➤Granulicella mallensis
CP002467	401053	Terriglobus saanensis	Terriglobus	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Acidobacteriia➤Acidobacteriales➤Acidobacteriaceae➤Terriglobus➤Terriglobus saanensis
AUAU01000033	1121920	Geothrix fermentans	Geothrix	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Holophagae➤Holophagales➤Holophagaceae➤Geothrix➤Geothrix fermentans
X77215	903818	Holophaga foetida	Holophaga	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Holophagae➤Holophagales➤Holophagaceae➤Holophaga➤Holophaga foetida
KM200555	171953	uncultured Acidobacteria bacterium	Unclassified Acidobacteria	Unclassified Acidobacteria	Unclassified Acidobacteria	Unclassified Acidobacteria	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Unclassified Acidobacteria➤Unclassified Acidobacteria➤Unclassified Acidobacteria➤Unclassified Acidobacteria➤uncultured Acidobacteria bacterium
CP001631	525909	Acidimicrobium ferrooxidans	Acidimicrobium	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Acidimicrobiia➤Acidimicrobiales➤Acidimicrobiaceae➤Acidimicrobium➤Acidimicrobium ferrooxidans
AF251436	121039	Ferrimicrobium acidiphilum	Ferrimicrobium	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Acidimicrobiia➤Acidimicrobiales➤Acidimicrobiaceae➤Ferrimicrobium➤Ferrimicrobium acidiphilum
AP012057	1313172	Ilumatobacter coccineus	Ilumatobacter	Ilumatobacteraceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Acidimicrobiia➤Acidimicrobiales➤Ilumatobacteraceae➤Ilumatobacter➤Ilumatobacter coccineus
CP000481	351607	Acidothermus cellulolyticus	Acidothermus	Acidothermaceae	Acidothermales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Acidothermales➤Acidothermaceae➤Acidothermus➤Acidothermus cellulolyticus
AB538436	1656	Actinomyces viscosus	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Actinomycetales➤Actinomycetaceae➤Actinomyces➤Actinomyces viscosus
CP008802	59505	Actinotignum schaalii	Actinotignum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Actinomycetales➤Actinomycetaceae➤Actinotignum➤Actinotignum schaalii
LS483427	28264	Arcanobacterium haemolyticum	Arcanobacterium	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Actinomycetales➤Actinomycetaceae➤Arcanobacterium➤Arcanobacterium haemolyticum
ATUF01000003	1123488	Varibaculum cambriense	Varibaculum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Actinomycetales➤Actinomycetaceae➤Varibaculum➤Varibaculum cambriense
AQZN01000011	1050202	Actinopolyspora mortivallis	Actinopolyspora	Actinopolysporaceae	Actinopolysporales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Actinopolysporales➤Actinopolysporaceae➤Actinopolyspora➤Actinopolyspora mortivallis
AJ278695	419015	Alloscardovia omnicolens	Alloscardovia	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Bifidobacteriales➤Bifidobacteriaceae➤Alloscardovia➤Alloscardovia omnicolens
CP015407	302912	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Bifidobacteriales➤Bifidobacteriaceae➤Bifidobacterium➤Bifidobacterium animalis
CP001849	553190	Gardnerella vaginalis	Gardnerella	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Bifidobacteriales➤Bifidobacteriaceae➤Gardnerella➤Gardnerella vaginalis
AJ865863	479430	Actinospica robiniae	Actinospica	Actinospicaceae	Catenulisporales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Catenulisporales➤Actinospicaceae➤Actinospica➤Actinospica robiniae
CP001700	479433	Catenulispora acidiphila	Catenulispora	Catenulisporaceae	Catenulisporales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Catenulisporales➤Catenulisporaceae➤Catenulispora➤Catenulispora acidiphila
CP006365	1348662	Corynebacterium argentoratense	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Corynebacteriales➤Corynebacteriaceae➤Corynebacterium➤Corynebacterium argentoratense
AJ920289	321318	Dietzia cinnamea	Dietzia	Dietziaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Corynebacteriales➤Dietziaceae➤Dietzia➤Dietzia cinnamea
CP001802	526226	Gordonia bronchialis	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Corynebacteriales➤Gordoniaceae➤Gordonia➤Gordonia bronchialis
LC072670	1701090	Gordonia hongkongensis	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Corynebacteriales➤Gordoniaceae➤Gordonia➤Gordonia hongkongensis
EF564379	443218	Hoyosella subflava	Hoyosella	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Corynebacteriales➤Mycobacteriaceae➤Hoyosella➤Hoyosella subflava
CP015529	1033922	Rhodococcus sp. WB1	Rhodococcus	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Corynebacteriales➤Nocardiaceae➤Rhodococcus➤Rhodococcus sp. WB1
